"","ID","YEAR","Volume","Lote","Operacion","Unidad","EL.","Investigator","Fecha","Class","Category","Genus","Species","Name","CF","R_El","R_info","Side","Completeness..0.frag..1.complete.","R_portion","Fragmentation","NISP","MNE","Estimate.AGE","Fusion.wear","Proximal","Shaft","Distal","Taphonomy","Photographed","Bird.to.confirm.ID","Additional.analysis","Quality.of.heat.fire.exposure","X..Charred","X..Heat.exposed","Carnivore","Rodent","Worked","Butchery","Weathering","Other","Calcined","Measurements","Location.of.measurement","Portion","Comments","R_El.R_info.Portion.Comments","New_El"
"68",68,"2016",0.41,"86","17","J7","","MRD","19_VII_13","Mammal","General","medium","","medium mammal","#N/A","rib","","","0","4-Distal and shaft",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","costal","most closely resembles the costal portions of lower ribs of a young dog.","rib//costal/most closely resembles the costal portions of lower ribs of a young dog.","Ribs"
"69",69,"2016",0.41,"86","17","J7","","MRD","19_VII_13","Mammal","General","medium","","medium mammal","#N/A","rib","","","0","5-Shaft only",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","shaft","","rib//shaft/","Ribs"
"70",70,"2016",0.41,"86","17","J7","","MRD","19_VII_13","Mammal","General","","","mammal","#N/A","Tool","","","0","5-Shaft only",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","shaft fragment","","Tool//shaft fragment/","Tool"
"71",71,"2016",0.41,"86","17","J7","","MRD","19_VII_13","Fish","Fish","","","ND fish","#N/A","Vert ND","","","1","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","Vert ND///","Vert ND"
"72",72,"2016",0.41,"86","17","J7","","MRD","19_VII_13","Bird","General","","","Bird","#N/A","rib","","","0","5-Shaft only",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","shaft fragment","","rib//shaft fragment/","Ribs"
"73",73,"2016",0.41,"86","17","J7","","MRD","19_VII_13","Mammal","General","large","","large mammal","#N/A","shaft","Worked bone","","0","",NA,1,NA,NA,"",NA,NA,NA,"worked bone","","","",NA,NA,NA,NA,NA,1,NA,NA,"",NA,"","","","fragment of longbone shaft with a sawn groove on on edge.","shaft/Worked bone//fragment of longbone shaft with a sawn groove on on edge.","Shaft frags"
"74",74,"2016",0.41,"86","17","J7","","MRD","19_VII_13","Mammal","General","large","","large mammal","#N/A","shaft","Worked bone","","0","",NA,1,NA,NA,"",NA,NA,NA,"tool","","","",NA,NA,NA,NA,NA,1,NA,NA,"",NA,"","","","two refitting fragment of shaft abraded into a wide blunt point at one side. ","shaft/Worked bone//two refitting fragment of shaft abraded into a wide blunt point at one side. ","Shaft frags"
"75",75,"2016",0.41,"86","17","J7","","MRD","19_VII_13","Bird","General","large","","large bird","#N/A","shaft","","","0","sliver",NA,4,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","shaft fragment","","shaft//shaft fragment/","Shaft frags"
"76",76,"2016",0.41,"86","17","J7","","MRD","19_VII_13","Mammal","General","","","mammal","#N/A","unknown","","","0","8- pieces grouped together ",NA,15,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","fragments","","unknown//fragments/","ND frags"
"77",77,"2016",0.41,"86","17","J7","","MRD","19_VII_13","Mammal","General","medium","","medium mammal","#N/A","Vert ND","","","0","",NA,1,NA,NA,"N",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","frament","looks like cervical of dog but doesnt uite fit. ","Vert ND//frament/looks like cervical of dog but doesnt uite fit. ","Vert ND"
"78",78,"2016",0.41,"86","17","J7","","MRD","19_VII_13","Mammal","Carnivora","Canis","familiaris ","Dog","#N/A","Cervical","","","0.4","",NA,1,1,NA,"N",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","right side","","Cervical//right side/","Cervical"
"79",79,"2016",0.41,"86","17","J7","","MRD","19_VII_13","Mammal","Human","","","Human","#N/A","","","","0","8- pieces grouped together ",NA,4,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","///",NA
"80",80,"2016",0.205,"94","17","K9/J9","","AGMR","20_VII_13","Mammal","Leporidae","Lepus","sp.","Hare","#N/A","femur","","R","0.2","4-Distal and shaft",NA,1,NA,NA,"Fused",NA,NA,NA,"charred","","","",NA,1,NA,NA,NA,NA,NA,NA,"",NA,"","","4-Distal and shaft","both condyles complete","femur//4-Distal and shaft/both condyles complete","Femur"
"81",81,"2016",0.205,"94","17","K9/J9","","AGMR","20_VII_13","Mammal","General","","","mammal","#N/A","unknown","","","0","8- pieces grouped together ",NA,5,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","unknown///","ND frags"
"82",82,"2016",0.205,"94","17","K9/J9","","AGMR","20_VII_13","Mammal","Human","","","Human","#N/A","","","","0","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","///",NA
"83",83,"2016",0.07,"10","17","K21","EL 1","","","Mammal","Leporidae","Sylvilagus","sp.","Cottontail","#N/A","Ph1","Posterior","","1","7- whole and unbroken",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","Elemento 1. nd in context with human","Ph1/Posterior//Elemento 1. nd in context with human","Phalanx1"
"84",84,"2016",0.596,"75","17","J17","","","","Fish","Marine fish","Lutjanus ","sp.","Snapper","#N/A","spine","Dorsal spine","","0.5","",NA,1,NA,NA,"",NA,NA,NA,"charred","181-2","","",NA,1,NA,NA,NA,NA,NA,NA,"",NA,"","","distal","""Bone pulled from Pizarra"" Dorsal spine of large marine fish Huachinango. Burnt. Looks like spine of slate pencil urchin.","spine/Dorsal spine/distal/""Bone pulled from Pizarra"" Dorsal spine of large marine fish Huachinango. Burnt. Looks like spine of slate pencil urchin.","Spine"
"85",85,"2016",0.596,"75","17","J17","","","","Mammal","General","","","mammal","#N/A","unknown","","","0","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","unknown///","ND frags"
"86",86,"2016",0.568,"76","17","I17","","","","Unknown","NID","","","NID","#N/A","unknown","","","0","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","Flaky and not porous. Could be small frag of fish?","unknown///Flaky and not porous. Could be small frag of fish?","ND frags"
"87",87,"2016",0.001,"568","18","M26","EL 30","","","Mammal","General","large","","large mammal","#N/A","unknown","","","0","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","Elemento 30","unknown///Elemento 30","ND frags"
"88",88,"2016",0.09,"181","17","K21","EL 12","","","Bird","Anseriformes","Anatidae","","Waterfowl","#N/A","femur","","L","0.7","5-Shaft only",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","shaft","El 12, found with Entierra 8; dimensions fit mallard.","femur//shaft/El 12, found with Entierra 8; dimensions fit mallard.","Femur"
"89",89,"2016",0.4598,"186","17","I19","","MRD","1_VIII_13","Mammal","Carnivora","Canis","familiaris ","Dog","#N/A","Atlas","","L","0.3","",NA,1,0,NA,"No",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","transverse process and left articular surfaces. ","Is articulated, 0-3 months","Atlas//transverse process and left articular surfaces. /Is articulated, 0-3 months","Atlas"
"90",90,"2016",0.4598,"186","17","I19","","MRD","1_VIII_13","Mammal","Carnivora","Canis","familiaris ","Dog","#N/A","Atlas","","R","0.3","",NA,1,0,NA,"No",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","transverse process and right articular surfaces. ","Is articulated, 0-3 months","Atlas//transverse process and right articular surfaces. /Is articulated, 0-3 months","Atlas"
"91",91,"2016",0.4598,"186","17","I19","","MRD","1_VIII_13","Mammal","Carnivora","Canis","familiaris ","Dog","#N/A","cranial","Temporal","L","0.1","",NA,1,NA,NA,"?",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","Internal auditory meatus","","cranial/Temporal/Internal auditory meatus/","Cranium"
"92",92,"2016",0.4598,"186","17","I19","","MRD","1_VIII_13","Mammal","Carnivora","Canis","familiaris ","Dog","#N/A","cranial","Occipital","L","0.1","",NA,1,NA,NA,"No",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","Condyle","","cranial/Occipital/Condyle/","Cranium"
"93",93,"2016",0.4598,"186","17","I19","","MRD","1_VIII_13","Mammal","Carnivora","Canis","familiaris ","Dog","#N/A","cranial","Occipital","R","0.1","",NA,1,NA,NA,"No",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","Condyle","","cranial/Occipital/Condyle/","Cranium"
"94",94,"2016",0.4598,"186","17","I19","","MRD","1_VIII_13","Mammal","Carnivora","Canis","familiaris ","Dog","#N/A","cranial","Occipital","","0.9","",NA,1,NA,NA,"No",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","cranial/Occipital//","Cranium"
"95",95,"2016",0.4598,"186","17","I19","","MRD","1_VIII_13","Mammal","Carnivora","Canis","familiaris ","Dog","#N/A","cranial","Parietal","","0.4","",NA,1,NA,NA,"No",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","cranial/Parietal//","Cranium"
"96",96,"2016",0.4598,"186","17","I19","","MRD","1_VIII_13","Mammal","Carnivora","Canis","familiaris ","Dog","#N/A","Cranium/Tth","Maxilla","L","0.4","",NA,1,NA,NA,"No",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","sockets and dentition of dm 1, 2 and 3","young, 0-3 months","Cranium/Tth/Maxilla/sockets and dentition of dm 1, 2 and 3/young, 0-3 months","Cranium/Tth"
"97",97,"2016",0.4598,"186","17","I19","","MRD","1_VIII_13","Mammal","Carnivora","Canis","familiaris ","Dog","#N/A","Mand/Tth","","L","0.3","5-Shaft only",NA,1,NA,NA,"No",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","sockets and dentition of dm 2 and 3 and half of dm1","young, 0-3 months","Mand/Tth//sockets and dentition of dm 2 and 3 and half of dm1/young, 0-3 months","Humerus"
"98",98,"2016",0.4598,"186","17","I19","","MRD","1_VIII_13","Mammal","Carnivora","Canis","familiaris ","Dog","#N/A","metacarpal","","","0.9","5-Shaft only",NA,1,NA,NA,"No",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","young","metacarpal///young","Metacarpal"
"99",99,"2016",0.4598,"186","17","I19","","MRD","1_VIII_13","Mammal","Carnivora","Canis","familiaris ","Dog","#N/A","cranial","Maxilla","L","0.1","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","socket of M2","Possibly adult, of a different size class to the juvenile in this bag.","cranial/Maxilla/socket of M2/Possibly adult, of a different size class to the juvenile in this bag.","Cranium"
"100",100,"2016",0.4598,"186","17","I19","","MRD","1_VIII_13","Mammal","Carnivora","Canis","familiaris ","Dog","#N/A","cranial","Premaxilla","R","0.2","",NA,1,NA,NA,"see note",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","anterior, sockets of I1-3","Partially closed sockets of di1and2","cranial/Premaxilla/anterior, sockets of I1-3/Partially closed sockets of di1and2","Cranium"
"101",101,"2016",0.4598,"186","17","I19","","MRD","1_VIII_13","Mammal","General","medium","","medium mammal","#N/A","cranial","Frags","","0","8- pieces grouped together ",NA,4,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","most likely from young dog in same bag.","cranial/Frags//most likely from young dog in same bag.","Cranium"
"102",102,"2016",0.4598,"186","17","I19","","MRD","1_VIII_13","Mammal","Artiodactyla","Odocoileus","virginianus","White-tailed deer","#N/A","vertebra","","","0.8","",NA,1,NA,NA,"No",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","vertebra///","Vert ND"
"103",103,"2016",0.4598,"186","17","I19","","MRD","1_VIII_13","Mammal","Artiodactyla","Odocoileus","virginianus","White-tailed deer","#N/A","Vert ND","Epiphysis","","1","7- whole and unbroken",NA,3,NA,NA,"No",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","two cervical, one lumbar","Vert ND/Epiphysis//two cervical, one lumbar","Vert ND"
"104",104,"2016",0.4598,"186","17","I19","","MRD","1_VIII_13","Mammal","Carnivora","Canis","familiaris ","Dog","#N/A","tooth","M","","0.5","",NA,1,NA,NA,"see note",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","is the cap of a molar in formation from a young dog. ","tooth/M//is the cap of a molar in formation from a young dog. ","Tth ND"
"105",105,"2016",0.4598,"186","17","I19","","MRD","1_VIII_13","Mammal","Carnivora","Canis","familiaris ","Dog","#N/A","Caudal","","","1","7- whole and unbroken",NA,2,2,NA,"Yes",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","fused, likely adult","Caudal///fused, likely adult","Caudal"
"106",106,"2016",0.4598,"186","17","I19","","MRD","1_VIII_13","Mammal","Artiodactyla","Odocoileus","virginianus","White-tailed deer","#N/A","cranial","Temporal","R","0.5","",NA,1,NA,NA,"No",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","external audoritory meatus and medio-anterior projection","meatus and medio-anterior projection","cranial/Temporal/external audoritory meatus and medio-anterior projection/meatus and medio-anterior projection","Cranium"
"107",107,"2016",0.4598,"186","17","I19","","MRD","1_VIII_13","Mammal","General","large","","large mammal","#N/A","cranial","Frags","","0","",NA,1,NA,NA,"No",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","fragment","very thick and straight. Could be premaxilla of artiodactyl or something similar","cranial/Frags/fragment/very thick and straight. Could be premaxilla of artiodactyl or something similar","Cranium"
"108",108,"2016",0.4598,"186","17","I19","","MRD","1_VIII_13","Mammal","Artiodactyla","Odocoileus","virginianus","White-tailed deer","#N/A","Tth Low","I1","L","1","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","Tth Low/I1//","Tth Low"
"109",109,"2016",0.4598,"186","17","I19","","MRD","1_VIII_13","Mammal","Artiodactyla","Artiodactyla","","Artiodactyl","#N/A","tooth","","","0","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","fragment","","tooth//fragment/","Tth ND"
"110",110,"2016",0.4598,"186","17","I19","","MRD","1_VIII_13","Mammal","Leporidae","Lepus","sp.","Hare","#N/A","cranial","Temporal","R","0.6","",NA,1,NA,NA,"?",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","zygomatic process of","","cranial/Temporal/zygomatic process of/","Cranium"
"111",111,"2016",0.4598,"186","17","I19","","MRD","1_VIII_13","Mammal","General","small","","small mammal","#N/A","vertebra","","","0.7","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","smaller than rabbit, about tuza size","vertebra///smaller than rabbit, about tuza size","Vert ND"
"112",112,"2016",0.4598,"186","17","I19","","MRD","1_VIII_13","Bird","Galliformes","Meleagris","gallopavo","Guajolote","#N/A","Vert ND","","","1","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","Vert ND///","Vert ND"
"113",113,"2016",0.4598,"186","17","I19","","MRD","1_VIII_13","Bird","Bird of prey","Buteo","sp.","Hawk","#N/A","radius","","L","0.5","4-Distal and shaft",NA,1,NA,NA,"",NA,NA,NA,"","235-6","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","4-Distal and shaft","within range for jamaicensis","radius//4-Distal and shaft/within range for jamaicensis","Radius"
"114",114,"2016",0.4598,"186","17","I19","","MRD","1_VIII_13","Bird","General","large","","large bird","#N/A","Pelvis Acetabulum","","R","0.4","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","acetabulum","looks most similar in size and shape to tyto alba but not exact. Not buteo, anas, pidgeon or quail. ","Pelvis Acetabulum//acetabulum/looks most similar in size and shape to tyto alba but not exact. Not buteo, anas, pidgeon or quail. ","Pelvis Acetabulum"
"115",115,"2016",0.4598,"186","17","I19","","MRD","1_VIII_13","Bird","General","","","Bird","#N/A","unknown","","","0","8- pieces grouped together ",NA,2,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","unknown///","ND frags"
"116",116,"2016",0.4598,"186","17","I19","","MRD","1_VIII_13","Shell","Shell","","","Shell","#N/A","shell","","","0","8- pieces grouped together ",NA,2,NA,NA,"",NA,NA,NA,"","170-1","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","possibly two species, at least one is likely marine shell, looks like cockle. ","unknown///possibly two species, at least one is likely marine shell, looks like cockle. ","Shell"
"117",117,"2016",0.4598,"186","17","I19","","MRD","1_VIII_13","Mammal","Human","","","Human","#N/A","","","","0","8- pieces grouped together ",NA,2,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","///",NA
"118",118,"2016",0.4598,"186","17","I19","","MRD","1_VIII_13","Mammal","General","","","mammal","#N/A","unknown","","","0","8- pieces grouped together ",NA,18,NA,NA,"",NA,NA,NA,"one heat exposed","","","",NA,NA,1,NA,NA,NA,NA,NA,"",NA,"","","","","unknown///","ND frags"
"119",119,"2016",0.23,"154","17","J22","","AGMR","24_VII_13","Mammal","Leporidae","Lepus","sp.","Hare","#N/A","metatarsal","V","L","0.9","3-Proximal and shaft",NA,1,NA,NA,"N",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","missing distal epiphysis","metatarsal/V//missing distal epiphysis","Metatarsal"
"120",120,"2016",0.23,"154","17","J22","","AGMR","24_VII_13","Mammal","Human","","","Human","#N/A","","","","0","8- pieces grouped together ",NA,2,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","///",NA
"121",121,"2016",0.23,"154","17","J22","","AGMR","24_VII_13","Mammal","General","small","","small mammal","#N/A","rib","","","0","5-Shaft only",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","fragment","could be hare","rib//fragment/could be hare","Ribs"
"122",122,"2016",0.23,"154","17","J22","","AGMR","24_VII_13","Mammal","General","","","mammal","#N/A","unknown","","","0","8- pieces grouped together ",NA,12,NA,NA,"",NA,NA,NA,"one charred","","","",NA,1,NA,NA,NA,NA,NA,NA,"",NA,"","","","","unknown///","ND frags"
"123",123,"2016",0.174,"152","17","J19s","","MRD","29_VII_13","Bird","Anseriformes","Anatidae","","Waterfowl","#N/A","humerus","","L","0.1","1-Proximal epiphysis",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","proximal","probably mallard, same size, most of head intact","humerus//proximal/probably mallard, same size, most of head intact","Humerus"
"124",124,"2016",0.174,"152","17","J19s","","MRD","29_VII_13","Bird","Anseriformes","Anatidae","","Waterfowl","#N/A","coracoid","","L","0.7","3-Proximal and shaft",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","proximal","could be same individual as other anatidae in bag. ","coracoid//proximal/could be same individual as other anatidae in bag. ","Coracoid"
"125",125,"2016",0.174,"152","17","J19s","","MRD","29_VII_13","Mammal","Carnivora","Puma","concolor","Puma","#N/A","Ph1","Posterior, IV","R","1","7- whole and unbroken",NA,1,NA,NA,"",NA,NA,NA,"carnivore chew marks, heat exposed","166-7","","",NA,NA,1,1,NA,NA,NA,NA,"",NA,"","","","34.93 length. Proximal:10.8x8.28; Distal:12.9x7.85","Ph1/Posterior, IV//34.93 length. Proximal:10.8x8.28; Distal:12.9x7.85","Phalanx1"
"126",126,"2016",0.174,"152","17","J19s","","MRD","29_VII_13","Mammal","Human","","","Human","#N/A","","","","0","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","///",NA
"127",127,"2016",0.174,"152","17","J19s","","MRD","29_VII_13","Mammal","General","","","mammal","#N/A","unknown","","","0","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","unknown///","ND frags"
"128",128,"2016",0.48,"177","17","K20","","AGMR","31_VII_13","Mammal","Leporidae","Lepus","callotis","White-sided Jackrabbit","#N/A","Mand/Tth","","R","0.6","Anterior",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","anterior","all dentition present except inscisor, shape of pm3 indicates callotis over californicus","Mand/Tth//anterior/all dentition present except inscisor, shape of pm3 indicates callotis over californicus","Humerus"
"129",129,"2016",0.48,"177","17","K20","","AGMR","31_VII_13","Mammal","Leporidae","Lepus","sp.","Hare","#N/A","mandible","","R","0.1","Posterior",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","mandibular condyle","probably from same individual as callotis in bag","mandible//mandibular condyle/probably from same individual as callotis in bag","Mandible"
"130",130,"2016",0.48,"177","17","K20","","AGMR","31_VII_13","Mammal","Leporidae","Lepus","sp.","Hare","#N/A","cranial","Maxilla","R","0","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","sockets for pm2and3","","cranial/Maxilla/sockets for pm2and3/","Cranium"
"131",131,"2016",0.48,"177","17","K20","","AGMR","31_VII_13","Mammal","Rodentia","Cratogeomys","fumosus thylorhinus","Smokey pocket gopher","#N/A","mandible","","R","0.2","Posterior",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","ramus and condyle","","mandible//ramus and condyle/","Mandible"
"132",132,"2016",0.48,"177","17","K20","","AGMR","31_VII_13","Mammal","General","small","","small mammal","#N/A","Axis","","","0.3","",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","dens and cranial articular surfaces","similar size to hare","Axis//dens and cranial articular surfaces/similar size to hare","Axis"
"133",133,"2016",0.48,"177","17","K20","","AGMR","31_VII_13","Mammal","Carnivora","Canis","familiaris ","Dog","#N/A","Ph2","V","R","1","7- whole and unbroken",NA,1,NA,NA,"",NA,NA,NA,"","","","Length; Prox (wxh); Distal (wxh)",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","probably tarsal and #5 as it fits nicely with other phalanx in bag. ","Ph2/V//probably tarsal and #5 as it fits nicely with other phalanx in bag. ","Phalanx2"
"134",134,"2016",0.48,"177","17","K20","","AGMR","31_VII_13","Mammal","Carnivora","Canis","familiaris ","Dog","#N/A","Ph1","III OR IV","","1","7- whole and unbroken",NA,1,NA,NA,"",NA,NA,NA,"","","","Length ; Prox (wxh); Distal (wxh)",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","Ph1/III OR IV//","Phalanx1"
"135",135,"2016",0.48,"177","17","K20","","AGMR","31_VII_13","Mammal","Artiodactyla","Odocoileus","virginianus","White-tailed deer","#N/A","carpal","Scaphoid","R","1","",NA,1,NA,NA,"",NA,NA,NA,"charred","","","",NA,1,NA,NA,NA,NA,NA,NA,"",NA,"","","","","carpal/Scaphoid//","Carpal"
"136",136,"2016",0.48,"177","17","K20","","AGMR","31_VII_13","Mammal","Artiodactyla","Artiodactyla","","Artiodactyl","#N/A","rib","","","0","3-Proximal and shaft",NA,1,NA,NA,"yes",NA,NA,NA,"charred","","","",NA,1,NA,NA,NA,NA,NA,NA,"",NA,"","","dorsal","","rib//dorsal/","Ribs"
"137",137,"2016",0.48,"177","17","K20","","AGMR","31_VII_13","Mammal","Rodentia","Cratogeomys","fumosus thylorhinus","Smokey pocket gopher","#N/A","radius","","L","0.5","4-Distal and shaft",NA,1,NA,NA,"",NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","4-Distal and shaft","","radius//4-Distal and shaft/","Radius"
"138",138,"2016",0.48,"177","17","K20","","AGMR","31_VII_13","Mammal","General","","","mammal","#N/A","shaft","","","0","",NA,1,NA,NA,"",NA,NA,NA,"worked","","","",NA,NA,NA,NA,NA,1,NA,NA,"",NA,"","","","worked section of bone, either side of shaft appears to have been scored or partially sawn and then broken along the sawn line. ","shaft///worked section of bone, either side of shaft appears to have been scored or partially sawn and then broken along the sawn line. ","Shaft frags"
