ID,YEAR,Volume,Lote,Operacion,Unidad,EL.,Investigator,Fecha,Class,Category,Genus,Species,Name,CF,R_El,R_info,Side,"Completeness (0=frag, 1=complete)",R_portion,Fragmentation,NISP,MNE,Estimate AGE,Fusion/wear,Proximal,Shaft,Distal,Taphonomy,Photographed,Bird to confirm ID,Additional analysis,Quality of heat/fire exposure,# Charred,# Heat exposed,Carnivore,Rodent,Worked,Butchery,Weathering,Other,Calcined,Measurements,Location of measurement,Portion,Comments,R_El/R_info/Portion/Comments
654,2015/6,1.36,179,17,K21,,DHS,31_VII_13,Mammal,Leporidae,Lepus,sp.,Hare,#N/A,mandible,,R,0.5,Anterior,,1,,,,,,,,,,,,,,,,,,,,,,,"anterior, all tooth sockets",,"mandible//anterior, all tooth sockets/"
655,2015/6,1.36,179,17,K21,,DHS,31_VII_13,Mammal,Leporidae,Romerolagus,diazi,Teporingo,#N/A,femur,,R,0.9,4-Distal and shaft,,1,,,Y,,,,,219-20,,,,,,,,,,,,,,,missing head,,femur//missing head/
656,2015/6,1.36,179,17,K21,,DHS,31_VII_13,Mammal,Rodentia,Cratogeomys,fumosus thylorhinus,Smokey pocket gopher,#N/A,scapula,,R,0.5,3-Proximal and shaft,,1,,,,,,,,,,,,,,,,,,,,,,,proximal,,scapula//proximal/
657,2015/6,1.36,179,17,K21,,DHS,31_VII_13,Mammal,Rodentia,Cratogeomys,fumosus thylorhinus,Smokey pocket gopher,#N/A,scapula,,R,0.6,3-Proximal and shaft,,1,,,,,,,heat exposed,,,,,,1,,,,,,,,,,proximal,,scapula//proximal/
658,2015/6,1.36,179,17,K21,,DHS,31_VII_13,Mammal,General,small,,small mammal,#N/A,cranial,Frags,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,cranial/Frags//
659,2015/6,1.36,179,17,K21,,DHS,31_VII_13,Mammal,General,small,,small mammal,#N/A,shaft,,,0,,,1,,,N,,,,heat exposed,,,,,,1,,,,,,,,,,,,shaft///
660,2015/6,1.36,179,17,K21,,DHS,31_VII_13,Mammal,General,small,,small mammal,#N/A,rib,,,1,7- whole and unbroken,,1,,,,,,,,,,,,,,,,,,,,,,,,one of the final ones,rib///one of the final ones
661,2015/6,1.36,179,17,K21,,DHS,31_VII_13,Mammal,General,,,mammal,#N/A,shaft,Worked bone,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,?,"possibly dog fibula, cut, and possibly shaped at one end. ","shaft/Worked bone/?/possibly dog fibula, cut, and possibly shaped at one end. "
662,2015/6,1.36,179,17,K21,,DHS,31_VII_13,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,rib,,shaft,0,5-Shaft only,,1,,,,,,,,,,,,,,,,,,,,,,,,,rib///
663,2015/6,1.36,179,17,K21,,DHS,31_VII_13,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,metacarpal,III,R,0.3,3-Proximal and shaft,,1,,,,,,,,,,6.13x8.99,,,,,,,,,,,,,proximal,,metacarpal/III/proximal/
664,2015/6,1.36,179,17,K21,,DHS,31_VII_13,Mammal,Artiodactyla,Odocoileus,virginianus,White-tailed deer,#N/A,Mand/Tth,,,0.1,5-Shaft only,,1,,,Grown,,,,,,,,,,,,,,,,,,,,"Molar 2 and 3, bone around these teeth",,"Mand/Tth//Molar 2 and 3, bone around these teeth/"
665,2015/6,1.36,179,17,K21,,DHS,31_VII_13,Mammal,General,,,mammal,#N/A,unknown,,,0,8- pieces grouped together ,,2,,,,,,,,,,,,,,,,,,,,,,,,,unknown///
666,2015/6,1.36,179,17,K21,,DHS,31_VII_13,Mammal,Human,,,Human,#N/A,,,,0,8- pieces grouped together ,,2,,,,,,,,,,,,,,,,,,,,,,,,,///
667,2015/6,1.36,179,17,K21,,DHS,31_VII_13,Fish,Fish,,,ND fish,#N/A,spine,Dorsal spine,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,"small, could be fresh water","spine/Dorsal spine//small, could be fresh water"
668,2015/6,0.31,122 (121*),17,K21,,AGMR/DHS,24_VII_13,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,cranial,Occipital,,0.9,,,1,,,,,,,,,,,,,,,,,,,,,,,,,cranial/Occipital//
669,2015/6,0.31,122 (121*),17,K21,,AGMR/DHS,24_VII_13,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,cranial,Parietal,R,0.8,,,1,,,,,,,,,,,,,,,,,,,,,,,,,cranial/Parietal//
670,2015/6,0.31,122 (121*),17,K21,,AGMR/DHS,24_VII_13,Mammal,Leporidae,Sylvilagus,cunicularius,Mexican cottontail,#N/A,metatarsal,III,L,1,3-Proximal and shaft,,1,,,N,,,,,,,,,,,,,,,,,,,,,Missing distal epiphysis,metatarsal/III//Missing distal epiphysis
671,2015/6,0.31,122 (121*),17,K21,,AGMR/DHS,24_VII_13,Mammal,Leporidae,Sylvilagus,floridanus,Eastern cottontail,#N/A,metatarsal,V,R,1,7- whole and unbroken,,1,,,,,,,,,,,,,,,,,,,,,,,,,metatarsal/V//
672,2015/6,0.31,122 (121*),17,K21,,AGMR/DHS,24_VII_13,Mammal,Leporidae,Romerolagus,diazi,Teporingo,#N/A,humerus,,L,0.8,4-Distal and shaft,,1,,,Y,,,,,217-8,,,,,,,,,,,,,,,4-Distal and shaft,,humerus//4-Distal and shaft/
673,2015/6,0.31,122 (121*),17,K21,,AGMR/DHS,24_VII_13,Mammal,General,small,,small mammal,#N/A,cranial,Temporal,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,bulla,,cranial/Temporal/bulla/
674,2015/6,0.31,122 (121*),17,K21,,AGMR/DHS,24_VII_13,Mammal,Human,,,Human,#N/A,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,///
675,2015/6,0.31,122 (121*),17,K21,,AGMR/DHS,24_VII_13,Mammal,General,small,,small mammal,#N/A,unknown,,,0,8- pieces grouped together ,,2,,,,,,,,,,,,,,,,,,,,,,,,,unknown///
676,2015/6,0.31,122 (121*),17,K21,,AGMR/DHS,24_VII_13,Bird,Passeriformes,Passeriformes,,Passerine,#N/A,carpometacarpus,,R,1,7- whole and unbroken,,1,,,,,,,,,,,,,,,,,,,,,,,,,carpometacarpus///
677,2015/6,0.31,122 (121*),17,K21,,AGMR/DHS,24_VII_13,Bird,Passeriformes,Passeriformes,,Passerine,#N/A,synsacrum,,,0.3,,,1,,,,,,,,,,,,,,,,,,,,,,,distal,,synsacrum//distal/
678,2015/6,0.31,122 (121*),17,K21,,AGMR/DHS,24_VII_13,Bird,General,,,Bird,#N/A,shaft,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,shaft,,shaft//shaft/
679,2015/6,0.31,122 (121*),17,K21,,AGMR/DHS,24_VII_13,Bird,Anseriformes,Anseriformes,,Waterfowl,#N/A,furcula,,,0.8,5-Shaft only,,1,,,,,,,heat exposed,,,,,,1,,,,,,,,,,missing both articulation,,furcula//missing both articulation/
680,2015/6,0.31,122 (121*),17,K21,,AGMR/DHS,24_VII_13,Bird,General,medium-large,,medium-large bird,#N/A,coracoid,,,0.8,5-Shaft only,,1,,,,,,,,,,,,,,,,,,,,,,,shaft (missing both ends),,coracoid//shaft (missing both ends)/
681,2015/6,0.156,121,17,I16,,MRD,24_VII_13,Mammal,Artiodactyla,Odocoileus,virginianus,White-tailed deer,#N/A,Cervical,3,,1,,,1,,,Y,,,,,,,,,,,,,,,,,,,,,,Cervical/3//
682,2015/6,0.156,121,17,I16,,MRD,24_VII_13,Mammal,Artiodactyla,Odocoileus,virginianus,White-tailed deer,#N/A,vertebra,,,0.8,,,1,,,N,,,,heat exposed,,,,,,1,,,,,,,,,,,,vertebra///
683,2015/6,0.156,121,17,I16,,MRD,24_VII_13,Mammal,Artiodactyla,Odocoileus,virginianus,White-tailed deer,#N/A,carpal,Lunate,R,1,,,1,,,Y,,,,,,,,,,,,,,,,,,,,,,carpal/Lunate//
684,2015/6,0.156,121,17,I16,,MRD,24_VII_13,Mammal,Artiodactyla,cf. Mazama sp.,,cf. Brocket Deer,cf. Mazama sp.,Lumbar,1,,1,,,1,,,mostly,,,,,,,,,,,,,,,,,,,,,,Lumbar/1//
685,2015/6,0.156,121,17,I16,,MRD,24_VII_13,Mammal,General,medium-large,,medium-large mammal,#N/A,Thoracic,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,base of spineous process,,Thoracic//base of spineous process/
686,2015/6,0.156,121,17,I16,,MRD,24_VII_13,Mammal,Artiodactyla,Artiodactyla,,Artiodactyl,#N/A,Ilium,,,0.2,,,1,,,,,,,heat exposed,,,,,,1,,,,,,,,,,Robust line of illium,,Ilium//Robust line of illium/
687,2015/6,0.156,121,17,I16,,MRD,24_VII_13,Mammal,General,,,mammal,#N/A,unknown,,,0,8- pieces grouped together ,,9,,,,,,,,,,,,,,,,,,,,,,,,,unknown///
688,2015/6,0.156,121,17,I16,,MRD,24_VII_13,Mammal,Leporidae,Sylvilagus,sp.,Cottontail,#N/A,mandible,,R,0,5-Shaft only,,1,,,,,,,,,,,,,,,,,,,,,,,inferior border (at angle),,mandible//inferior border (at angle)/
689,2015/6,0.156,121,17,I16,,MRD,24_VII_13,Mammal,General,small,,small mammal,#N/A,cranial,Frontal,R,0,,,1,,,,,,,,,,,,,,,,,,,,,,,orbit foramina,,cranial/Frontal/orbit foramina/
690,2015/6,0.156,121,17,I16,,MRD,24_VII_13,Mammal,Leporidae,Leporidae,,Rabbit/hare,#N/A,Thoracic,,,1,,,1,,,N (caudal unfused),,,,,,,,,,,,,,,,,,,,,,Thoracic///
691,2015/6,0.156,121,17,I16,,MRD,24_VII_13,Mammal,General,,,mammal,#N/A,shaft,Worked bone,,0,,,1,,,,,,,worked,,,,,,,,,1,,,,,,,shaft,broken at both ends but a partial bevel if smooth bone remains. Could have been a spatula or chisel or something similar,shaft/Worked bone/shaft/broken at both ends but a partial bevel if smooth bone remains. Could have been a spatula or chisel or something similar
692,2015/6,0.156,121,17,I16,,MRD,24_VII_13,Mammal,General,,,mammal,#N/A,Tool,Needle,,0,5-Shaft only,,1,,,,,,,,,,,,,,,,,,,,,,,shaft,two refitting peices of needle,Tool/Needle/shaft/two refitting peices of needle
693,2015/6,0.156,121,17,I16,,MRD,24_VII_13,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,Tth Up,C,L,0.9,,,1,,,,,,,,,,C  (anch x a.p. - min) 4.83 x 7.54 within realm for dog,,,,,,,,,,,,,,missing parts of crown,Tth Up/C//missing parts of crown
694,2015/6,0.156,121,17,I16,,MRD,24_VII_13,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,Tth Up,I2,L,1,,,1,,,,,,,,,,I2 (alt x anch x a.p.): 8.11 x 4.83 x 5.11. Most likely large dog,,,,,,,,,,,,,,,Tth Up/I2//
695,2015/6,0.156,121,17,I16,,MRD,24_VII_13,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,Tth Low,M1,L,0.4,,,1,,,,,,,,,,"Altura (min*):10.29; form of perro, very lighty worn",,,,,,,,,,,,,posterior,,Tth Low/M1/posterior/
696,2015/6,0.156,121,17,I16,,MRD,24_VII_13,Bird,Anseriformes,Anatidae,,Waterfowl,#N/A,carpometacarpus,,L,1,7- whole and unbroken,,1,,,,,,,,,,,,,,,,,,,,,,,,similar size to lab example but different species,carpometacarpus///similar size to lab example but different species
697,2015/6,0.156,121,17,I16,,MRD,24_VII_13,Bird,General,,,Bird,#N/A,ulna,,R,0.7,4-Distal and shaft,,1,,,,,,,,,,,,,,,,,,,,,,,4-Distal and shaft,from a smaller bird than the carpometacarpus in bag,ulna//4-Distal and shaft/from a smaller bird than the carpometacarpus in bag
698,2015/6,0.156,121,17,I16,,MRD,24_VII_13,Bird,General,,,Bird,#N/A,unknown,,,0,8- pieces grouped together ,,5,,,,,,,,,,,,,,,,,,,,,,,,,unknown///
699,2015/6,0.156,121,17,I16,,MRD,24_VII_13,Bird,General,,,Bird,#N/A,shaft,Worked bone,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,"fragment of worked bone, may possibly have been an awl or something similar, point is broken, as is other end","shaft/Worked bone//fragment of worked bone, may possibly have been an awl or something similar, point is broken, as is other end"
700,2015/6,0.156,121,17,I16,,MRD,24_VII_13,Fish,Fish,,,ND fish,#N/A,Vert ND,,,0.7,,,1,,,,,,,"abrasion, possible awl",,,,,,,,,1,,,,,,,body,"very thin and fine, slightly larger than the fresh water fish I saw, but cant rule it out","Vert ND//body/very thin and fine, slightly larger than the fresh water fish I saw, but cant rule it out"
701,2015/6,0.245,114,17,I16,,MRD,23_VII_13,Mammal,General,,,mammal,#N/A,unknown,,,0,8- pieces grouped together ,,2,,,,,,,,,,,,,,,,,,,,,,,,,unknown///
702,2015/6,0.245,114,17,I16,,MRD,23_VII_13,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,Tth Up,C,R,0.2,,,1,,,,,,,,,,,,,,,,,,,,,,,tip,,Tth Up/C/tip/
703,2015/6,0.245,114,17,I16,,MRD,23_VII_13,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,Tth Low,M1,R,0.5,,,1,,,,,,,charred,,,"Ancho:7.5, perro comun, crown truncated, could be worn but more likely broken",,1,,,,,,,,,,,anterior,,Tth Low/M1/anterior/
704,2015/6,0.4598,186,17,I19,,MRD,1_VIII_13,Mammal,Artiodactyla,Odocoileus,virginianus,White-tailed deer,#N/A,metapodial,,,0.1,2-Distal epiphysis,,1,,,Y,,,,worked,,,,,,,,,1,,,,,,,right distal epiphysis,"right half of distal metatarsal or metacarpal, cut or sawn longitudinally, shaft abraded smooth, distal fragment sawn from main shaft, although small cut marks are visible at this egde, distal articular surface has been ground smooth and is slightly convex in shape, striations on articular surface are orientated anterior-posteriorly","metapodial//right distal epiphysis/right half of distal metatarsal or metacarpal, cut or sawn longitudinally, shaft abraded smooth, distal fragment sawn from main shaft, although small cut marks are visible at this egde, distal articular surface has been ground smooth and is slightly convex in shape, striations on articular surface are orientated anterior-posteriorly"
705,2015/6,0.09,181,17,K21,EL.12,DMC,,Mammal,Artiodactyla,Mazama,sp.,Brocket deer,#N/A,humerus,,R,0.2,4-Distal and shaft,,1,,,,,,,,183-5,,,,,,,,,,,,,,,4-Distal and shaft,28.4x25.5mm at epiphysis. Much closer to Mazama than odoco,humerus//4-Distal and shaft/28.4x25.5mm at epiphysis. Much closer to Mazama than odoco
706,2015/6,0.596,75,17,J17,,MRD,16_VII_13,Mammal,Leporidae,Sylvilagus,floridanus,Eastern cottontail,#N/A,radius,,R,0.3,4-Distal and shaft,,1,,,,,,,,,,,,,,,,,,,,,,,4-Distal and shaft,,radius//4-Distal and shaft/
707,2015/6,0.596,75,17,J17,,MRD,16_VII_13,Mammal,Leporidae,Leporidae,,Rabbit/hare,#N/A,cranial,Temporal,L,0.8,,,1,,,,,,,,,,,,,,,,,,,,,,,,,cranial/Temporal//
708,2015/6,0.596,75,17,J17,,MRD,16_VII_13,Mammal,Leporidae,Leporidae,,Rabbit/hare,#N/A,cranial,Frontal,,0.8,,,1,,,,,,,,,,,,,,,,,,,,,,,,,cranial/Frontal//
709,2015/6,0.596,75,17,J17,,MRD,16_VII_13,Mammal,Rodentia,Cratogeomys,fumosus thylorhinus,Smokey pocket gopher,#N/A,cranial,Premaxilla,,0.5,,,1,,,,,,,,,,,,,,,,,,,,,,,inferior,,cranial/Premaxilla/inferior/
710,2015/6,0.596,75,17,J17,,MRD,16_VII_13,Mammal,Leporidae,Leporidae,,Rabbit/hare,#N/A,Thoracic,,,0.9,,,1,,,,,,,,,,,,,,,,,,,,,,,,,Thoracic///
711,2015/6,0.596,75,17,J17,,MRD,16_VII_13,Mammal,General,small,,small mammal,#N/A,Axis,,,0.3,,,1,,,,,,,,,,,,,,,,,,,,,,,Anterior articulations,does not appear to be lagomorph,Axis//Anterior articulations/does not appear to be lagomorph
712,2015/6,0.596,75,17,J17,,MRD,16_VII_13,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,austragalus,,R,1,,,1,,,Y,,,,,,,,,,,,,,,,,,,,,small,austragalus///small
713,2015/6,0.596,75,17,J17,,MRD,16_VII_13,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,Tth Low,C,R,1,,,1,,,"older, not hollow; not able to assses wear",,,,heat exposed,,,"Altura:15.19, Ancho: 5.83, Anteroposterior:8.24; Most likely familiaris",,,1,,,,,,,,,,,small,Tth Low/C//small
714,2015/6,0.596,75,17,J17,,MRD,16_VII_13,Mammal,Artiodactyla,Odocoileus,virginianus,White-tailed deer,#N/A,radius,,L,0.2,3-Proximal and shaft,,1,,,Y,,,,,,,,,,,,,,,,,,,,proximal,"small; 28.83 width, 18.1 depth. chew marks on anterior surface, proximal has been sawn from main shaft","radius//proximal/small; 28.83 width, 18.1 depth. chew marks on anterior surface, proximal has been sawn from main shaft"
715,2015/6,0.596,75,17,J17,,MRD,16_VII_13,Mammal,Other mammal,Dasypus,novemcinctus,9 banded armadillo,#N/A,scute,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,scute///
716,2015/6,0.596,75,17,J17,,MRD,16_VII_13,Mammal,Other mammal,Dasypus,novemcinctus,9 banded armadillo,#N/A,scute,,,0.5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,scute///
717,2015/6,0.596,75,17,J17,,MRD,16_VII_13,Mammal,Artiodactyla,Artiodactyla,,Artiodactyl,#N/A,rib,,,0,5-Shaft only,,1,,,,,,,heat exposed,,,,,,1,,,,,,,,,,shaft,,rib//shaft/
718,2015/6,0.596,75,17,J17,,MRD,16_VII_13,Mammal,Artiodactyla,Artiodactyla,,Artiodactyl,#N/A,Thoracic,,,0.2,,,1,,,,,,,,,,,,,,,,,,,,,,,spinous process,,Thoracic//spinous process/
719,2015/6,0.596,75,17,J17,,MRD,16_VII_13,Mammal,Artiodactyla,Artiodactyla,,Artiodactyl,#N/A,cranial,Frags,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,cranial/Frags//
720,2015/6,0.596,75,17,J17,,MRD,16_VII_13,Bird,Rallidae,Rallidae,cf. Fulica americana,cf. Fulica americana,cf. Fulica americana,humerus,,L,0.3,4-Distal and shaft,,1,,,,,,,heat exposed,,,,,,1,,,,,,,,,,4-Distal and shaft,"distal width:9.95mm, either gallinule or fulica, most likely fulica","humerus//4-Distal and shaft/distal width:9.95mm, either gallinule or fulica, most likely fulica"
721,2015/6,0.596,75,17,J17,,MRD,16_VII_13,Bird,General,,,Bird,#N/A,unknown,,,0,8- pieces grouped together ,,3,,,,,,,,,,,,,,,,,,,,,,,,,unknown///
722,2015/6,0.596,75,17,J17,,MRD,16_VII_13,Fish,Marine fish,Carangidae,,Jack fish,#N/A,Precaudal,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,short,Precaudal///short
723,2015/6,0.596,75,17,J17,,MRD,16_VII_13,Fish,Marine fish,Marine fish,,Marine fish,#N/A,Vert ND,,,0.7,,,1,,,,,,,,,,,,,,,,,,,,,,,,precaudal or caudal. Smooth surface that looks distinct from carangidae,Vert ND///precaudal or caudal. Smooth surface that looks distinct from carangidae
724,2015/6,0.596,75,17,J17,,MRD,16_VII_13,Fish,Fish,,,ND fish,#N/A,cranial,Frags,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,cranial/Frags//
725,2015/6,0.596,75,17,J17,,MRD,16_VII_13,Mammal,General,,,mammal,#N/A,shaft,Worked bone,,0,,,1,,,,,,,bevel,,,,,,,,,1,,,,,,,,"small fragment of bevel, polish","shaft/Worked bone//small fragment of bevel, polish"
726,2015/6,0.596,75,17,J17,,MRD,16_VII_13,Mammal,General,,,mammal,#N/A,unknown,,,0,8- pieces grouped together ,,31,,,,,,,one calcined,,,,,,,,,,,,,1,,,,,unknown///
727,2015/6,0.596,75,17,J17,,MRD,16_VII_13,Mammal,Human,,,Human,#N/A,,,,0,8- pieces grouped together ,,2,,,,,,,,,,,,,,,,,,,,,,,,,///
728,2015/6,0.5,383,18,M21,,DHS,29_V_14,Mammal,Leporidae,Lepus,sp.,Hare,#N/A,tibia,,R,1,7- whole and unbroken,,1,,,Y,,,,,,,,,,,,,,,,,,,,,two refitting fragments,tibia///two refitting fragments
729,2015/6,0.5,383,18,M21,,DHS,29_V_14,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,metatarsal,II,L,1,7- whole and unbroken,,1,,,Y,,,,,,,"Boiled; Length 50.82 - in line with Perro comun, prox 6.07(widest shaft)x9.68, dist 6.87x6.5",,,,,,,,,,,,,,,metatarsal/II//
730,2015/6,0.5,383,18,M21,,DHS,29_V_14,Mammal,Artiodactyla,Artiodactyla,,Artiodactyl,#N/A,Ph1,,,0.2,1-Proximal epiphysis,,1,,,N,,,,,,,,,,,,,,,,,,,,proximal epiphysis,complete unfused epiphysis Right side of foot,Ph1//proximal epiphysis/complete unfused epiphysis Right side of foot
731,2015/6,0.5,383,18,M21,,DHS,29_V_14,Mammal,General,small,,small mammal,#N/A,cranial,Frags,,0,8- pieces grouped together ,,2,,,,,,,,,,,,,,,,,,,,,,,,,cranial/Frags//
732,2015/6,0.5,383,18,M21,,DHS,29_V_14,Mammal,General,,,mammal,#N/A,unknown,,,0,8- pieces grouped together ,,10,,,,,,,,,,,,,,,,,,,,,,,,,unknown///
733,2015/6,0.5,383,18,M21,,DHS,29_V_14,Bird,Other bird,Columbidae,sp.,Pigeon,#N/A,carpometacarpus,,R,0.5,5-Shaft only,,1,,,,,,,,,,,,,,,,,,,,,,,shaft of metacarpal II and proximal shaft of III,,carpometacarpus//shaft of metacarpal II and proximal shaft of III/
734,2015/6,0.5,383,18,M21,,DHS,29_V_14,Bird,General,,,Bird,#N/A,shaft,,,0,,,1,,,,,,,heat exposed,,,,,,1,,,,,,,,,,shaft,,shaft//shaft/
735,2015/6,0.5,383,18,M21,,DHS,29_V_14,Bird,Passeriformes,Passeriformes,,Passerine,#N/A,ulna,,R,1,7- whole and unbroken,,1,,,,,,,heat exposed,,,,,,1,,,,,,,,,,,,ulna///
736,2015/6,0.5,383,18,M21,,DHS,29_V_14,Reptile,Testudine,Trachemys,sp.,Slider turtle,#N/A,carapace,Neural scute,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,thick so trachemys. 6.4mm thick,carapace/Neural scute//thick so trachemys. 6.4mm thick
737,2015/6,0.096,214,17,H22,,AGMR,5_VIII_13,Mammal,Leporidae,Lepus,sp.,Hare,#N/A,femur,,R,0.1,1-Proximal epiphysis,,1,,,,,,,,,,,,,,,,,,,,,,,greater trochanter,two refitting fragments,femur//greater trochanter/two refitting fragments
738,2015/6,0.096,214,17,H22,,AGMR,5_VIII_13,Mammal,General,,,mammal,#N/A,cranial,Frags,,0,,,1,,,young,,,,,,,,,,,,,,,,,,,,,,cranial/Frags//
739,2015/6,0.096,214,17,H22,,AGMR,5_VIII_13,Mammal,Human,,,Human,#N/A,rib,,,?,5-Shaft only,,1,,,N,,,,,,,,,,,,,,,,,,,,,,rib///
740,2015/6,0.096,214,17,H22,,AGMR,5_VIII_13,Mammal,General,,,mammal,#N/A,unknown,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,unknown///
741,2015/6,0.096,214,17,H22,,AGMR,5_VIII_13,Mammal,Artiodactyla,Artiodactyla,,Artiodactyl,#N/A,rib,,,0,5-Shaft only,,1,,,,,,,,,,,,,,,,,,,,,,,shaft,,rib//shaft/
742,2015/6,0.096,214,17,H22,,AGMR,5_VIII_13,Bird,General,,,Bird,#N/A,shaft,,,0,,,1,,,,,,,charred,,,,,1,,,,,,,,,,,shaft,,shaft//shaft/
743,2015/6,0.489,511,18,J24,,DHS,16_VI_14,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,scapula,,,0.8,6- whole lenght/size but still broken,,1,,,,,,,,,,,,,,,,,,,,,,,"missing spine, and small central portion of blade.",three refitting fragments,"scapula//missing spine, and small central portion of blade./three refitting fragments"
744,2015/6,0.489,511,18,J24,,DHS,16_VI_14,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,metacarpal,IV,L,1,7- whole and unbroken,,1,,,,,,,,,,"length 48.88, prox 6.81x8.81, distal 6.69x6.91; boiled; perro comun ",,,,,,,,,,,,,,,metacarpal/IV//
745,2015/6,0.489,511,18,J24,,DHS,16_VI_14,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,metapodial,,,0.3,4-Distal and shaft,,1,,,,,,,charred,,,5.35x5.82 distal,,1,,,,,,,,,,,4-Distal and shaft,Very small,metapodial//4-Distal and shaft/Very small
746,2015/6,0.489,511,18,J24,,DHS,16_VI_14,Mammal,Artiodactyla,Artiodactyla,,Artiodactyl,#N/A,rib,,,various,8- pieces grouped together ,,7,,,,,,,,,,,,,,,,,,,,,,,,"two near complete ribs with head and neck, two angle fragments and one piece pf shaft","rib///two near complete ribs with head and neck, two angle fragments and one piece pf shaft"
747,2015/6,0.489,511,18,J24,,DHS,16_VI_14,Mammal,Carnivora,Canis,familiaris ,Dog,#N/A,femur,,L,0.1,2-Distal epiphysis,,1,,,Y,,,,partially charred,,,,,1,,,,,,,,,,,2-Distal epiphysis,distal condyles,femur//2-Distal epiphysis/distal condyles
748,2015/6,0.489,511,18,J24,,DHS,16_VI_14,Mammal,General,,,mammal,#N/A,Tool,Needle,,0,5-Shaft only,,1,,,,,,,needle and polish,,,,,,,,,1,,,,,,,shaft,,Tool/Needle/shaft/
749,2015/6,0.489,511,18,J24,,DHS,16_VI_14,Mammal,General,,,mammal,#N/A,rib,,,0,5-Shaft only,,2,,,,,,,,,,,,,,,,,,,,,,,shaft,,rib//shaft/
750,2015/6,0.489,511,18,J24,,DHS,16_VI_14,Mammal,Human,,,Human,#N/A,,,,0,8- pieces grouped together ,,6,,,,,,,,,,,,,,,,,,,,,,,,,///
751,2015/6,0.489,511,18,J24,,DHS,16_VI_14,Mammal,General,,,mammal,#N/A,unknown,,,0,8- pieces grouped together ,,24,,,,,,,,,,,,,,,,,,,,,,,,,unknown///
752,2015/6,0.489,511,18,J24,,DHS,16_VI_14,Bird,Galliformes,Odontophoridae,,Quail,#N/A,femur,,R,0.5,3-Proximal and shaft,,1,,,,,,,,,,,,,,,,,,,,,,,proximal,,femur//proximal/
753,2015/6,0.489,511,18,J24,,DHS,16_VI_14,Bird,General,,,Bird,#N/A,unknown,,,0,8- pieces grouped together ,,3,,,,,,,,,,,,,,,,,,,,,,,,,unknown///
754,2015/6,0.489,511,18,J24,,DHS,16_VI_14,Fish,Marine fish,Marine fish,,Marine fish,#N/A,spine,Dorsal spine,,0.2,,,1,,,,,,,,,,,,,,,,,,,,,,,proximal,,spine/Dorsal spine/proximal/
755,2015/6,0.345,494,18,L24,,DHS,13_VI_14,Mammal,Artiodactyla,Mazama,sp.,Brocket deer,#N/A,femur,,L,0.2,3-Proximal and shaft,,1,,,N,,,,"Butchery, heat exposed, partially charred around distal break and caudal/lateral epiphyses attachment sites",198-9,,,,1,1,,,,1,,,,,,proximal,small cutmarks on neck below head on anterior,femur//proximal/small cutmarks on neck below head on anterior
756,2015/6,0.345,494,18,L24,,DHS,13_VI_14,Mammal,Leporidae,Sylvilagus,cunicularius,Mexican cottontail,#N/A,Pelvis Acetabulum,,L,0.9,,,1,,,Y,,,,partially heat exposed at ends,,,,,,1,,,,,,,,,,,,Pelvis Acetabulum///
757,2015/6,0.345,494,18,L24,,DHS,13_VI_14,Mammal,General,,,mammal,#N/A,Tool,Chisel?,,0,,,1,,,,,,,chisel?,,,,,,,,,1,,,,,,,,"fragment of a bevel, such as from a chisel","Tool/Chisel?//fragment of a bevel, such as from a chisel"
758,2015/6,0.345,494,18,L24,,DHS,13_VI_14,Mammal,General,,,mammal,#N/A,unknown,,,0,8- pieces grouped together ,,5,,,,,,,one charred,,,,,1,,,,,,,,,,,,,unknown///
